10 40120.124817 3.142426
100 45882.225037 3.141601
1000 36818.981171 3.141593
10000 34001.111984 3.141593
100000 18771.886826 3.141593
1000000 123329.877853 3.141593
10000000 954527.854919 3.141593
100000000 7711180.925369 3.141593
